n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,level,N,N,mean_PSD
150,100,0,I,SbJ,Supremum,0.2,single,t4,14.3,1,1000,
150,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.3,1,1000,
150,100,0.6,I,SbJ,Euclidean,0.1,single,t4,3.2,1,1000,
150,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,52.4,1,1000,
150,100,0.6,I,SbJ,Supremum,0.1,single,t4,14.7,1,1000,
150,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,1.9,1,1000,
150,100,0.6,I,SbJ,Euclidean,0.2,single,t4,3.8,1,1000,
150,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,1,1000,
150,100,0.6,I,SbJ,Supremum,0.2,single,t4,100,1,1000,
150,100,0.3,Sh,SbJ,Euclidean,0,none,t4,2.4,1,1000,
150,100,0.3,I,SbJ,Euclidean,0,none,t4,6.2,1,1000,
150,100,0.3,Sh,SbJ,Supremum,0,none,t4,5.7,1,1000,
150,100,0.3,I,SbJ,Supremum,0,none,t4,6.3,1,1000,
150,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,3.6,1,1000,
150,100,0.3,I,SbJ,Euclidean,0.1,single,t4,6,1,1000,
150,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,6.2,1,1000,
150,100,0.3,I,SbJ,Supremum,0.1,single,t4,7,1,1000,
150,100,0,Sh,SbJ,Euclidean,0,none,t4,6.2,1,1000,
150,100,0,I,SbJ,Euclidean,0,none,t4,6.3,1,1000,
150,100,0,Sh,SbJ,Supremum,0,none,t4,3,1,1000,
150,100,0,I,SbJ,Supremum,0,none,t4,2.8,1,1000,
150,100,0,Sh,SbJ,Euclidean,0.2,column,t4,15.7,1,1000,
150,100,0,I,SbJ,Euclidean,0.2,column,t4,96.6,1,1000,
150,100,0,Sh,SbJ,Supremum,0.2,column,t4,11.7,1,1000,
150,100,0,I,SbJ,Supremum,0.2,column,t4,97,1,1000,
150,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,4.8,1,1000,
150,100,0.3,I,SbJ,Euclidean,0.2,single,t4,4.1,1,1000,
150,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,71.3,1,1000,
150,100,0.3,I,SbJ,Supremum,0.2,single,t4,34.3,1,1000,
150,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,58.6,1,1000,
150,100,0.6,I,SbJ,Euclidean,0.2,column,t4,100,1,1000,
150,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,93.7,1,1000,
150,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,1,1000,
150,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0.3,1,1000,
150,100,0.6,I,SbJ,Euclidean,0.1,column,t4,86.1,1,1000,
150,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,9.9,1,1000,
150,100,0.6,I,SbJ,Supremum,0.1,column,t4,97.4,1,1000,
150,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,10.2,1,1000,
150,100,0.3,I,SbJ,Euclidean,0.2,column,t4,99.2,1,1000,
150,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,20.4,1,1000,
150,100,0.3,I,SbJ,Supremum,0.2,column,t4,99.9,1,1000,
150,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,2.6,1,1000,
150,100,0.3,I,SbJ,Euclidean,0.1,column,t4,37,1,1000,
150,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,6,1,1000,
150,100,0.3,I,SbJ,Supremum,0.1,column,t4,54.2,1,1000,
150,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0.1,1,1000,
150,100,0.6,I,SbJ,Euclidean,0,none,t4,2.5,1,1000,
150,100,0.6,Sh,SbJ,Supremum,0,none,t4,5.1,1,1000,
150,100,0.6,I,SbJ,Supremum,0,none,t4,7.5,1,1000,
150,100,0,Sh,SbJ,Euclidean,0.1,single,t4,8,1,1000,
150,100,0,I,SbJ,Euclidean,0.1,single,t4,8,1,1000,
150,100,0,Sh,SbJ,Supremum,0.1,single,t4,4,1,1000,
150,100,0,I,SbJ,Supremum,0.1,single,t4,4.1,1,1000,
150,100,0,Sh,SbJ,Euclidean,0.1,column,t4,8.3,1,1000,
150,100,0,I,SbJ,Euclidean,0.1,column,t4,48.1,1,1000,
150,100,0,Sh,SbJ,Supremum,0.1,column,t4,5.7,1,1000,
150,100,0,I,SbJ,Supremum,0.1,column,t4,28.1,1,1000,
50,100,0.3,Sh,SbJ,Euclidean,0,none,t4,1.4,1,1000,
50,100,0.3,I,SbJ,Euclidean,0,none,t4,4.9,1,1000,
50,100,0.3,Sh,SbJ,Supremum,0,none,t4,7,1,1000,
50,100,0.3,I,SbJ,Supremum,0,none,t4,8.7,1,1000,
50,100,0,Sh,SbJ,Euclidean,0.1,single,t4,14.1,1,1000,
50,100,0,I,SbJ,Euclidean,0.1,single,t4,14.4,1,1000,
50,100,0,Sh,SbJ,Supremum,0.1,single,t4,2.2,1,1000,
50,100,0,I,SbJ,Supremum,0.1,single,t4,2.3,1,1000,
50,100,0,Sh,SbJ,Euclidean,0.2,single,t4,13.8,1,1000,
50,100,0,I,SbJ,Euclidean,0.2,single,t4,13.1,1,1000,
50,100,0,Sh,SbJ,Supremum,0.2,single,t4,1.6,1,1000,
50,100,0,I,SbJ,Supremum,0.2,single,t4,1.6,1,1000,
50,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,0.4,1,1000,
50,100,0.3,I,SbJ,Euclidean,0.1,column,t4,10.3,1,1000,
50,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,7.9,1,1000,
50,100,0.3,I,SbJ,Supremum,0.1,column,t4,19.2,1,1000,
100,100,0,Sh,SbJ,Euclidean,0.2,single,t4,9.9,1,1000,
100,100,0,I,SbJ,Euclidean,0.2,single,t4,9.9,1,1000,
100,100,0,Sh,SbJ,Supremum,0.2,single,t4,7.4,1,1000,
100,100,0,I,SbJ,Supremum,0.2,single,t4,7.1,1,1000,
100,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,3.9,1,1000,
100,100,0.3,I,SbJ,Euclidean,0.2,column,t4,90.8,1,1000,
100,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,14.1,1,1000,
100,100,0.3,I,SbJ,Supremum,0.2,column,t4,97.9,1,1000,
50,100,0,Sh,SbJ,Euclidean,0,none,t4,12.6,1,1000,
50,100,0,I,SbJ,Euclidean,0,none,t4,12.8,1,1000,
50,100,0,Sh,SbJ,Supremum,0,none,t4,2.4,1,1000,
50,100,0,I,SbJ,Supremum,0,none,t4,2.2,1,1000,
100,100,0.3,Sh,SbJ,Euclidean,0,none,t4,2.2,1,1000,
100,100,0.3,I,SbJ,Euclidean,0,none,t4,4.6,1,1000,
100,100,0.3,Sh,SbJ,Supremum,0,none,t4,6.4,1,1000,
100,100,0.3,I,SbJ,Supremum,0,none,t4,6.1,1,1000,
100,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0.1,1,1000,
100,100,0.6,I,SbJ,Euclidean,0.1,column,t4,61.2,1,1000,
100,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,7.7,1,1000,
100,100,0.6,I,SbJ,Supremum,0.1,column,t4,87.9,1,1000,
100,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,1.8,1,1000,
100,100,0.3,I,SbJ,Euclidean,0.1,single,t4,3.9,1,1000,
100,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,4.5,1,1000,
100,100,0.3,I,SbJ,Supremum,0.1,single,t4,5.5,1,1000,
50,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,1,1,1000,
50,100,0.3,I,SbJ,Euclidean,0.1,single,t4,4.2,1,1000,
50,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,6.2,1,1000,
50,100,0.3,I,SbJ,Supremum,0.1,single,t4,5.7,1,1000,
50,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,2,1,1000,
50,100,0.3,I,SbJ,Euclidean,0.2,single,t4,5.2,1,1000,
50,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,10.1,1,1000,
50,100,0.3,I,SbJ,Supremum,0.2,single,t4,7.4,1,1000,
50,100,0,Sh,SbJ,Euclidean,0.1,column,t4,10.1,1,1000,
50,100,0,I,SbJ,Euclidean,0.1,column,t4,18.2,1,1000,
50,100,0,Sh,SbJ,Supremum,0.1,column,t4,2.5,1,1000,
50,100,0,I,SbJ,Supremum,0.1,column,t4,5.8,1,1000,
100,100,0,Sh,SbJ,Euclidean,0.1,column,t4,7.8,1,1000,
100,100,0,I,SbJ,Euclidean,0.1,column,t4,31.2,1,1000,
100,100,0,Sh,SbJ,Supremum,0.1,column,t4,3.7,1,1000,
100,100,0,I,SbJ,Supremum,0.1,column,t4,14.4,1,1000,
50,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,0.1,1,1000,
50,100,0.6,I,SbJ,Euclidean,0.2,single,t4,0.6,1,1000,
50,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,65.9,1,1000,
50,100,0.6,I,SbJ,Supremum,0.2,single,t4,15.8,1,1000,
100,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0,1,1000,
100,100,0.6,I,SbJ,Euclidean,0,none,t4,2.9,1,1000,
100,100,0.6,Sh,SbJ,Supremum,0,none,t4,6.1,1,1000,
100,100,0.6,I,SbJ,Supremum,0,none,t4,7.9,1,1000,
100,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,3.8,1,1000,
100,100,0.6,I,SbJ,Euclidean,0.2,column,t4,100,1,1000,
100,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,70,1,1000,
100,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,1,1000,
100,100,0,Sh,SbJ,Euclidean,0.1,single,t4,8.4,1,1000,
100,100,0,I,SbJ,Euclidean,0.1,single,t4,8.4,1,1000,
100,100,0,Sh,SbJ,Supremum,0.1,single,t4,3.1,1,1000,
100,100,0,I,SbJ,Supremum,0.1,single,t4,3.1,1,1000,
100,100,0,Sh,SbJ,Euclidean,0.2,column,t4,10.9,1,1000,
100,100,0,I,SbJ,Euclidean,0.2,column,t4,83.8,1,1000,
100,100,0,Sh,SbJ,Supremum,0.2,column,t4,10.8,1,1000,
100,100,0,I,SbJ,Supremum,0.2,column,t4,85.8,1,1000,
100,100,0,Sh,SbJ,Euclidean,0,none,t4,6,1,1000,
100,100,0,I,SbJ,Euclidean,0,none,t4,6,1,1000,
100,100,0,Sh,SbJ,Supremum,0,none,t4,2.9,1,1000,
100,100,0,I,SbJ,Supremum,0,none,t4,2.9,1,1000,
50,100,0,Sh,SbJ,Euclidean,0.2,column,t4,5.7,1,1000,
50,100,0,I,SbJ,Euclidean,0.2,column,t4,47.6,1,1000,
50,100,0,Sh,SbJ,Supremum,0.2,column,t4,6,1,1000,
50,100,0,I,SbJ,Supremum,0.2,column,t4,45.8,1,1000,
50,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0.1,1,1000,
50,100,0.6,I,SbJ,Euclidean,0,none,t4,1.2,1,1000,
50,100,0.6,Sh,SbJ,Supremum,0,none,t4,8.3,1,1000,
50,100,0.6,I,SbJ,Supremum,0,none,t4,8.8,1,1000,
100,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.1,1,1000,
100,100,0.6,I,SbJ,Euclidean,0.1,single,t4,2.8,1,1000,
100,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,24.1,1,1000,
100,100,0.6,I,SbJ,Supremum,0.1,single,t4,8.2,1,1000,
50,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0,1,1000,
50,100,0.6,I,SbJ,Euclidean,0.1,single,t4,1.2,1,1000,
50,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,10.5,1,1000,
50,100,0.6,I,SbJ,Supremum,0.1,single,t4,8.7,1,1000,
50,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,0,1,1000,
50,100,0.6,I,SbJ,Euclidean,0.2,column,t4,94.7,1,1000,
50,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,20.5,1,1000,
50,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,1,1000,
100,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,1.4,1,1000,
100,100,0.3,I,SbJ,Euclidean,0.1,column,t4,24.2,1,1000,
100,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,5.2,1,1000,
100,100,0.3,I,SbJ,Supremum,0.1,column,t4,37.4,1,1000,
50,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0,1,1000,
50,100,0.6,I,SbJ,Euclidean,0.1,column,t4,14.8,1,1000,
50,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,10.6,1,1000,
50,100,0.6,I,SbJ,Supremum,0.1,column,t4,52.8,1,1000,
100,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,0,1,1000,
100,100,0.6,I,SbJ,Euclidean,0.2,single,t4,1.7,1,1000,
100,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,99.3,1,1000,
100,100,0.6,I,SbJ,Supremum,0.2,single,t4,90.8,1,1000,
50,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,0.3,1,1000,
50,100,0.3,I,SbJ,Euclidean,0.2,column,t4,52.1,1,1000,
50,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,9.9,1,1000,
50,100,0.3,I,SbJ,Supremum,0.2,column,t4,78.6,1,1000,
100,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,3.7,1,1000,
100,100,0.3,I,SbJ,Euclidean,0.2,single,t4,4.7,1,1000,
100,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,38.5,1,1000,
100,100,0.3,I,SbJ,Supremum,0.2,single,t4,13.8,1,1000,
50,15,0,Sh,ShP,Euclidean,0.2,single,t4,74.1,1,1000,0
50,15,0,Sh,ShP,Supremum,0.2,single,t4,55.3,1,1000,0
50,15,0,I,ShP,Euclidean,0.2,single,t4,0.8,1,1000,0
50,15,0,I,ShP,Supremum,0.2,single,t4,7.9,1,1000,0
50,15,0,Sh,SbP,Euclidean,0.2,single,t4,6.5,1,1000,1
50,15,0,Sh,SbP,Supremum,0.2,single,t4,6.9,1,1000,1
50,15,0,I,SbP,Euclidean,0.2,single,t4,6.2,1,1000,1
50,15,0,I,SbP,Supremum,0.2,single,t4,6.9,1,1000,1
50,15,0,Sh,ShJ,Euclidean,0.2,single,t4,48.8,1,1000,1
50,15,0,Sh,ShJ,Supremum,0.2,single,t4,30,1,1000,1
50,15,0,I,ShJ,Euclidean,0.2,single,t4,0.15,1,2000,
50,15,0,I,ShJ,Supremum,0.2,single,t4,5.7,1,2000,
50,15,0,Sh,SbJ,Euclidean,0.2,single,t4,8.9,1,1000,1
50,15,0,Sh,SbJ,Supremum,0.2,single,t4,7.7,1,1000,1
50,15,0,I,SbJ,Euclidean,0.2,single,t4,8.8,1,1000,1
50,15,0,I,SbJ,Supremum,0.2,single,t4,7.5,1,1000,1
100,15,0.6,Sh,ShP,Euclidean,0.2,single,t4,100,1,1000,0
100,15,0.6,Sh,ShP,Supremum,0.2,single,t4,98.6,1,1000,0
100,15,0.6,I,ShP,Euclidean,0.2,single,t4,12.9,1,1000,0
100,15,0.6,I,ShP,Supremum,0.2,single,t4,99.7,1,1000,0
100,15,0.6,Sh,SbP,Euclidean,0.2,single,t4,83.9,1,1000,1
100,15,0.6,Sh,SbP,Supremum,0.2,single,t4,100,1,1000,1
100,15,0.6,I,SbP,Euclidean,0.2,single,t4,26.2,1,1000,1
100,15,0.6,I,SbP,Supremum,0.2,single,t4,99.9,1,1000,1
100,15,0.6,Sh,ShJ,Euclidean,0.2,single,t4,100,1,1000,1
100,15,0.6,Sh,ShJ,Supremum,0.2,single,t4,100,1,1000,1
100,15,0.6,I,ShJ,Euclidean,0.2,single,t4,6.6,1,2000,
100,15,0.6,I,ShJ,Supremum,0.2,single,t4,99.6,1,2000,
100,15,0.6,Sh,SbJ,Euclidean,0.2,single,t4,78.2,1,1000,1
100,15,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,1,1000,1
100,15,0.6,I,SbJ,Euclidean,0.2,single,t4,23.2,1,1000,1
100,15,0.6,I,SbJ,Supremum,0.2,single,t4,99.8,1,1000,1
100,15,0.3,Sh,ShP,Euclidean,0.1,column,t4,100,1,1000,0
100,15,0.3,Sh,ShP,Supremum,0.1,column,t4,99.7,1,1000,0
100,15,0.3,I,ShP,Euclidean,0.1,column,t4,33,1,1000,0
100,15,0.3,I,ShP,Supremum,0.1,column,t4,31.4,1,1000,0
100,15,0.3,Sh,SbP,Euclidean,0.1,column,t4,17.7,1,1000,1
100,15,0.3,Sh,SbP,Supremum,0.1,column,t4,10.7,1,1000,1
100,15,0.3,I,SbP,Euclidean,0.1,column,t4,42.9,1,1000,1
100,15,0.3,I,SbP,Supremum,0.1,column,t4,32.6,1,1000,1
100,15,0.3,Sh,ShJ,Euclidean,0.1,column,t4,100,1,1000,1
100,15,0.3,Sh,ShJ,Supremum,0.1,column,t4,100,1,1000,1
100,15,0.3,I,ShJ,Euclidean,0.1,column,t4,26.1,1,2000,
100,15,0.3,I,ShJ,Supremum,0.1,column,t4,27.45,1,2000,
100,15,0.3,Sh,SbJ,Euclidean,0.1,column,t4,17.9,1,1000,1
100,15,0.3,Sh,SbJ,Supremum,0.1,column,t4,10.9,1,1000,1
100,15,0.3,I,SbJ,Euclidean,0.1,column,t4,44.3,1,1000,1
100,15,0.3,I,SbJ,Supremum,0.1,column,t4,33.5,1,1000,1
150,15,0.6,Sh,ShP,Euclidean,0,none,t4,100,1,1000,0
150,15,0.6,Sh,ShP,Supremum,0,none,t4,98.1,1,1000,0
150,15,0.6,I,ShP,Euclidean,0,none,t4,1.7,1,1000,0
150,15,0.6,I,ShP,Supremum,0,none,t4,3.2,1,1000,0
150,15,0.6,Sh,SbP,Euclidean,0,none,t4,4.9,1,1000,1
150,15,0.6,Sh,SbP,Supremum,0,none,t4,4.8,1,1000,1
150,15,0.6,I,SbP,Euclidean,0,none,t4,4.1,1,1000,1
150,15,0.6,I,SbP,Supremum,0,none,t4,4.2,1,1000,1
150,15,0.6,Sh,ShJ,Euclidean,0,none,t4,100,1,1000,1
150,15,0.6,Sh,ShJ,Supremum,0,none,t4,95.2,1,1000,1
150,15,0.6,I,ShJ,Euclidean,0,none,t4,1.2,1,2000,
150,15,0.6,I,ShJ,Supremum,0,none,t4,2.85,1,2000,
150,15,0.6,Sh,SbJ,Euclidean,0,none,t4,3.4,1,1000,1
150,15,0.6,Sh,SbJ,Supremum,0,none,t4,4.1,1,1000,1
150,15,0.6,I,SbJ,Euclidean,0,none,t4,3.6,1,1000,1
150,15,0.6,I,SbJ,Supremum,0,none,t4,3.7,1,1000,1
100,15,0,Sh,ShP,Euclidean,0.2,column,t4,100,1,1000,0
100,15,0,Sh,ShP,Supremum,0.2,column,t4,100,1,1000,0
100,15,0,I,ShP,Euclidean,0.2,column,t4,86.3,1,1000,0
100,15,0,I,ShP,Supremum,0.2,column,t4,79.8,1,1000,0
100,15,0,Sh,SbP,Euclidean,0.2,column,t4,60.1,1,1000,1
100,15,0,Sh,SbP,Supremum,0.2,column,t4,34.5,1,1000,1
100,15,0,I,SbP,Euclidean,0.2,column,t4,90.5,1,1000,1
100,15,0,I,SbP,Supremum,0.2,column,t4,78,1,1000,1
100,15,0,Sh,ShJ,Euclidean,0.2,column,t4,100,1,1000,1
100,15,0,Sh,ShJ,Supremum,0.2,column,t4,100,1,1000,1
100,15,0,I,ShJ,Euclidean,0.2,column,t4,83.35,1,2000,
100,15,0,I,ShJ,Supremum,0.2,column,t4,77,1,2000,
100,15,0,Sh,SbJ,Euclidean,0.2,column,t4,67,1,1000,1
100,15,0,Sh,SbJ,Supremum,0.2,column,t4,40.9,1,1000,1
100,15,0,I,SbJ,Euclidean,0.2,column,t4,91.4,1,1000,1
100,15,0,I,SbJ,Supremum,0.2,column,t4,79.3,1,1000,1
150,15,0.6,Sh,ShP,Euclidean,0.1,single,t4,100,1,1000,0
150,15,0.6,Sh,ShP,Supremum,0.1,single,t4,98.9,1,1000,0
150,15,0.6,I,ShP,Euclidean,0.1,single,t4,5.2,1,1000,0
150,15,0.6,I,ShP,Supremum,0.1,single,t4,43.9,1,1000,0
150,15,0.6,Sh,SbP,Euclidean,0.1,single,t4,30.8,1,1000,1
150,15,0.6,Sh,SbP,Supremum,0.1,single,t4,76.3,1,1000,1
150,15,0.6,I,SbP,Euclidean,0.1,single,t4,9.6,1,1000,1
150,15,0.6,I,SbP,Supremum,0.1,single,t4,46,1,1000,1
150,15,0.6,Sh,ShJ,Euclidean,0.1,single,t4,100,1,1000,1
150,15,0.6,Sh,ShJ,Supremum,0.1,single,t4,97.4,1,1000,1
150,15,0.6,I,ShJ,Euclidean,0.1,single,t4,3.55,1,2000,
150,15,0.6,I,ShJ,Supremum,0.1,single,t4,40.35,1,2000,
150,15,0.6,Sh,SbJ,Euclidean,0.1,single,t4,25.4,1,1000,1
150,15,0.6,Sh,SbJ,Supremum,0.1,single,t4,74.6,1,1000,1
150,15,0.6,I,SbJ,Euclidean,0.1,single,t4,9.1,1,1000,1
150,15,0.6,I,SbJ,Supremum,0.1,single,t4,45.3,1,1000,1
50,5,0,Sh,ShP,Euclidean,0,none,t4,38.5,1,1000,1
50,5,0,Sh,ShP,Supremum,0,none,t4,30.9,1,1000,1
50,5,0,I,ShP,Euclidean,0,none,t4,5.9,1,1000,1
50,5,0,I,ShP,Supremum,0,none,t4,6.2,1,1000,1
50,5,0,Sh,SbP,Euclidean,0,none,t4,3.4,1,1000,1
50,5,0,Sh,SbP,Supremum,0,none,t4,3.4,1,1000,1
50,5,0,I,SbP,Euclidean,0,none,t4,3.9,1,1000,1
50,5,0,I,SbP,Supremum,0,none,t4,3.5,1,1000,1
50,5,0,Sh,ShJ,Euclidean,0,none,t4,30.9,1,1000,1
50,5,0,Sh,ShJ,Supremum,0,none,t4,24.4,1,1000,1
50,5,0,I,ShJ,Euclidean,0,none,t4,3.3,1,2000,
50,5,0,I,ShJ,Supremum,0,none,t4,4.35,1,2000,
50,5,0,Sh,SbJ,Euclidean,0,none,t4,6.5,1,1000,1
50,5,0,Sh,SbJ,Supremum,0,none,t4,5,1,1000,1
50,5,0,I,SbJ,Euclidean,0,none,t4,6.3,1,1000,1
50,5,0,I,SbJ,Supremum,0,none,t4,4.6,1,1000,1
100,5,0,Sh,ShP,Euclidean,0.1,single,t4,29.9,1,1000,1
100,5,0,Sh,ShP,Supremum,0.1,single,t4,25.5,1,1000,1
100,5,0,I,ShP,Euclidean,0.1,single,t4,9.4,1,1000,1
100,5,0,I,ShP,Supremum,0.1,single,t4,12.1,1,1000,1
100,5,0,Sh,SbP,Euclidean,0.1,single,t4,8.1,1,1000,1
100,5,0,Sh,SbP,Supremum,0.1,single,t4,10,1,1000,1
100,5,0,I,SbP,Euclidean,0.1,single,t4,8.5,1,1000,1
100,5,0,I,SbP,Supremum,0.1,single,t4,10.7,1,1000,1
100,5,0,Sh,ShJ,Euclidean,0.1,single,t4,26.8,1,1000,1
100,5,0,Sh,ShJ,Supremum,0.1,single,t4,22.6,1,1000,1
100,5,0,I,ShJ,Euclidean,0.1,single,t4,7.2,1,2000,
100,5,0,I,ShJ,Supremum,0.1,single,t4,9.35,1,2000,
100,5,0,Sh,SbJ,Euclidean,0.1,single,t4,10.5,1,1000,1
100,5,0,Sh,SbJ,Supremum,0.1,single,t4,11.1,1,1000,1
100,5,0,I,SbJ,Euclidean,0.1,single,t4,10.6,1,1000,1
100,5,0,I,SbJ,Supremum,0.1,single,t4,11.1,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0.2,single,t4,93.8,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0.2,single,t4,93.7,1,1000,1
150,5,0.3,I,ShP,Euclidean,0.2,single,t4,81.6,1,1000,1
150,5,0.3,I,ShP,Supremum,0.2,single,t4,93.8,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0.2,single,t4,88.1,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0.2,single,t4,95.9,1,1000,1
150,5,0.3,I,SbP,Euclidean,0.2,single,t4,81.1,1,1000,1
150,5,0.3,I,SbP,Supremum,0.2,single,t4,92.9,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0.2,single,t4,93.2,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0.2,single,t4,92.9,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0.2,single,t4,79.65,1,2000,
150,5,0.3,I,ShJ,Supremum,0.2,single,t4,93.05,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0.2,single,t4,89.4,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0.2,single,t4,96.3,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0.2,single,t4,81.9,1,1000,1
150,5,0.3,I,SbJ,Supremum,0.2,single,t4,93.3,1,1000,1
100,5,0.6,Sh,ShP,Euclidean,0.1,single,t4,67.9,1,1000,1
100,5,0.6,Sh,ShP,Supremum,0.1,single,t4,47.7,1,1000,1
100,5,0.6,I,ShP,Euclidean,0.1,single,t4,34.2,1,1000,1
100,5,0.6,I,ShP,Supremum,0.1,single,t4,55.3,1,1000,1
100,5,0.6,Sh,SbP,Euclidean,0.1,single,t4,46.9,1,1000,1
100,5,0.6,Sh,SbP,Supremum,0.1,single,t4,58.6,1,1000,1
100,5,0.6,I,SbP,Euclidean,0.1,single,t4,34.8,1,1000,1
100,5,0.6,I,SbP,Supremum,0.1,single,t4,51.1,1,1000,1
100,5,0.6,Sh,ShJ,Euclidean,0.1,single,t4,59.1,1,1000,1
100,5,0.6,Sh,ShJ,Supremum,0.1,single,t4,39.7,1,1000,1
100,5,0.6,I,ShJ,Euclidean,0.1,single,t4,27.55,1,2000,
100,5,0.6,I,ShJ,Supremum,0.1,single,t4,50.75,1,2000,
100,5,0.6,Sh,SbJ,Euclidean,0.1,single,t4,48.6,1,1000,1
100,5,0.6,Sh,SbJ,Supremum,0.1,single,t4,58.4,1,1000,1
100,5,0.6,I,SbJ,Euclidean,0.1,single,t4,34.6,1,1000,1
100,5,0.6,I,SbJ,Supremum,0.1,single,t4,50.1,1,1000,1
150,15,0,Sh,ShP,Euclidean,0,none,t4,100,1,1000,0.641
150,15,0,Sh,ShP,Supremum,0,none,t4,100,1,1000,0.641
150,15,0,I,ShP,Euclidean,0,none,t4,1.1,1,1000,0.641
150,15,0,I,ShP,Supremum,0,none,t4,6,1,1000,0.641
150,15,0,Sh,SbP,Euclidean,0,none,t4,4.8,1,1000,1
150,15,0,Sh,SbP,Supremum,0,none,t4,5,1,1000,1
150,15,0,I,SbP,Euclidean,0,none,t4,5,1,1000,1
150,15,0,I,SbP,Supremum,0,none,t4,5.2,1,1000,1
150,15,0,Sh,ShJ,Euclidean,0,none,t4,100,1,1000,1
150,15,0,Sh,ShJ,Supremum,0,none,t4,100,1,1000,1
150,15,0,I,ShJ,Euclidean,0,none,t4,0.6,1,2000,
150,15,0,I,ShJ,Supremum,0,none,t4,4.9,1,2000,
150,15,0,Sh,SbJ,Euclidean,0,none,t4,5.8,1,1000,1
150,15,0,Sh,SbJ,Supremum,0,none,t4,5.5,1,1000,1
150,15,0,I,SbJ,Euclidean,0,none,t4,5.7,1,1000,1
150,15,0,I,SbJ,Supremum,0,none,t4,5.6,1,1000,1
50,5,0,Sh,ShP,Euclidean,0.1,column,t4,51.9,1,1000,1
50,5,0,Sh,ShP,Supremum,0.1,column,t4,41,1,1000,1
50,5,0,I,ShP,Euclidean,0.1,column,t4,11.4,1,1000,1
